pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG6263	CP002687.1	8211391	8211619	-	AEE78761.1	1	4	11	1	1	0.32	0.50	9.9e-14
PG6264	CP002687.1	8214116	8214235	-	AEE83404.1	0	1	0	0	1	0.10	0.63	6.9e-17
PG6265	CP002687.1	8215470	8215880	-	AEC09364.1	3	3	18	5	1	0.94	0.49	1.1e-14
PG6266	CP002687.1	8262483	8262829	+	AED92678.1	1	1	0	0	1	0.32	0.43	2.9e-23
PG6267	CP002687.1	8314153	8314800	+	AEE30081.1	0	0	3	0	1	0.92	0.30	1.7e-34
PG6268	CP002687.1	8317180	8318671	+	ANM66829.1	1	1	1	1	1	0.48	0.56	6.2e-123
PG6269	CP002687.1	8328025	8329591	+	ANM65689.1	2	3	2	1	1	0.98	0.52	4.7e-133
PG6270	CP002687.1	8380815	8383496	-	AEE33801.1	2	15	14	1	1	0.93	0.51	3e-171
PG6271	CP002687.1	8408270	8409187	-	AEE77003.1	0	0	3	2	1	0.90	0.43	3.4e-73
PG6273	CP002687.1	8445831	8446004	+	AEE83489.1	0	2	0	1	1	0.24	0.56	1.6e-15
PG6274	CP002687.1	8458503	8458784	-	ANM65688.1	0	0	0	0	1	0.20	0.41	1.2e-22
PG6275	CP002687.1	8461166	8461462	-	AEE80402.1	0	15	2	3	1	0.18	0.35	8.9e-07
PG6276	CP002687.1	8465879	8465991	+	AEE77509.1	1	1	0	2	1	0.15	0.67	1.7e-13
PG6277	CP002687.1	8503819	8503985	-	BAA84402.1	1	3	0	1	1	0.65	0.84	4.7e-26
PG6278	CP002687.1	8598843	8599049	+	AEE33279.1	0	0	4	0	1	0.15	0.41	1e-14
PG6280	CP002687.1	8619792	8620239	-	AEE82101.1	3	6	4	2	1	0.23	0.34	6.2e-24
PG6282	CP002687.1	8740394	8740526	+	AEE83578.1	1	1	1	0	1	0.13	0.80	4e-17
PG6283	CP002687.1	8749564	8749798	-	AEE83581.1	3	4	1	0	1	0.10	0.79	1e-24
PG6286	CP002687.1	8787796	8788058	-	AEE77629.1	1	2	0	1	1	0.20	0.83	5.6e-39
PG6287	CP002687.1	8799132	8799515	+	AEC05607.1	0	0	0	0	1	0.35	0.34	8e-19
PG6289	CP002687.1	8900250	8901202	-	AEE29196.1	0	8	6	0	3	0.91	0.47	1.2e-23
PG6290	CP002687.1	8901901	8903244	-	AEE85585.1	0	8	23	0	1	0.81	0.27	2e-21
PG6291	CP002687.1	8903803	8904072	-	AEE84338.1	0	0	0	0	1	0.24	0.71	4.6e-37
PG6292	CP002687.1	8904082	8905167	-	AEE31993.1	0	5	12	0	1	0.59	0.28	2.8e-28
PG6293	CP002687.1	8905846	8907204	-	AEC05391.1	0	10	19	0	1	0.90	0.48	7.9e-96
PG6295	CP002687.1	9006113	9006343	+	AEC07633.1	0	0	0	1	1	0.15	0.53	1.5e-18
PG6296	CP002687.1	9006383	9006556	+	AEE34408.1	0	0	2	0	1	0.11	0.47	5.2e-13
PG6297	CP002687.1	9007079	9007602	-	ANM66829.1	1	1	0	1	1	0.17	0.48	9.6e-40
PG6298	CP002687.1	9055154	9056983	+	AEE78206.1	2	16	35	0	3	0.95	0.41	2.1e-50
PG6299	CP002687.1	9069400	9069957	+	AED95614.1	0	17	1	0	1	0.46	0.27	3.9e-07
PG6300	CP002687.1	9072121	9078328	+	ANM66829.1	0	12	10	1	2	0.47	0.39	7.3e-52
PG6301	CP002687.1	9085654	9085884	+	ANM65688.1	0	1	0	0	1	0.16	0.42	3.5e-17
PG6302	CP002687.1	9103966	9104295	+	AEE85133.1	0	2	4	0	1	0.29	0.48	1.4e-27
PG6304	CP002687.1	9217062	9217229	+	AEC06386.1	0	0	5	2	1	0.69	0.48	1e-11
PG6305	CP002687.1	9241826	9242077	-	AEE83644.1	2	4	0	0	1	0.18	0.83	2.2e-34
PG6306	CP002687.1	9281789	9281977	-	AEE36162.1	2	3	12	1	1	0.17	0.65	1.3e-15
PG6308	CP002687.1	9309754	9310206	-	AEE75748.1	0	3	3	2	1	0.22	0.24	9.5e-13
PG6309	CP002687.1	9311061	9311257	+	ANM66341.1	1	4	0	0	1	0.25	0.64	1.8e-21
PG6311	CP002687.1	9320587	9320860	-	AEE83768.2	3	6	0	0	1	0.33	0.76	2.9e-33
PG6312	CP002687.1	9357284	9357361	+	AEC05795.1	0	0	0	0	1	0.15	0.81	1.9e-12
PG6313	CP002687.1	9357472	9357703	-	AED90872.1	0	0	0	1	2	0.38	0.66	3.8e-12
PG6314	CP002687.1	9484120	9485505	-	ANM66829.1	0	2	7	0	1	0.45	0.43	3.2e-95
PG6315	CP002687.1	9487747	9488298	-	AED95614.1	0	12	1	0	1	0.47	0.24	8.2e-05
PG6316	CP002687.1	9497685	9507234	-	AEE83829.1	6	19	10	0	5	0.31	0.79	5.2e-38
PG6317	CP002687.1	9507479	9508396	-	AEE83827.1	2	23	0	1	3	0.14	0.65	5.6e-25
PG6318	CP002687.1	9509039	9509629	-	AEE83821.1	2	29	0	1	2	0.13	0.79	8.6e-29
PG6319	CP002687.1	9509898	9510029	-	AEE31915.1	0	0	0	0	1	0.69	0.60	8.8e-17
PG6320	CP002687.1	9527567	9530402	-	AEE83818.1	4	11	5	2	4	0.81	0.61	3.5e-42
PG6322	CP002687.1	9537986	9538185	+	AEE83822.1	2	3	2	0	1	0.28	0.87	3e-26
PG6323	CP002687.1	9732970	9734537	-	ANM66829.1	1	1	0	0	1	0.50	0.58	5e-160
PG6324	CP002687.1	9736501	9737148	-	AEE30081.1	0	0	7	0	1	0.94	0.34	4.7e-36
PG6325	CP002687.1	9756962	9757102	+	AEE77509.1	0	0	0	0	1	0.19	0.56	9.7e-15
PG6326	CP002687.1	9761365	9761471	-	AEE77188.1	1	5	0	2	1	0.26	0.65	5.4e-14
PG6327	CP002687.1	9769250	9770200	-	AEE83905.1	1	2	0	0	5	0.63	0.81	1.3e-18
PG6328	CP002687.1	9791597	9792124	-	AEE83973.1	3	7	0	0	2	0.24	0.89	2.5e-41
PG6329	CP002687.1	9794804	9794911	+	AED93319.1	0	0	0	0	1	0.11	0.78	8e-17
PG6330	CP002687.1	9797626	9797899	-	ANM70770.1	0	0	0	1	2	0.98	0.93	1.4e-23
PG6331	CP002687.1	9886788	9887021	-	AEC06270.1	0	6	3	1	1	0.44	0.40	1.8e-14
PG6332	CP002687.1	9927879	9928019	-	AEE77509.1	0	0	0	3	1	0.19	0.60	4.7e-14
PG6333	CP002687.1	9950634	9958715	+	AED95421.1	0	4	10	0	4	0.46	0.65	5.8e-34
PG6334	CP002687.1	9959043	9960590	-	AEC06590.1	0	11	12	1	1	0.59	0.27	1.5e-30
PG6336	CP002687.1	9986743	9987006	-	AED95399.1	3	4	16	0	1	0.21	0.50	1.7e-14
PG6338	CP002687.1	10039140	10041735	+	AED91133.1	1	20	0	1	4	0.80	0.58	1.3e-24
PG6339	CP002687.1	10071387	10071434	-	ANM66395.1	0	0	0	0	1	0.21	0.94	6.8e-10
PG6340	CP002687.1	10172143	10174011	+	ANM60795.1	0	25	12	1	2	0.76	0.24	2.8e-22
PG6343	CP002687.1	10272975	10280131	+	AEE84076.1	0	1	3	2	2	0.94	0.64	1.3e-39
PG6345	CP002687.1	10427168	10427302	-	AEE77509.1	0	0	1	0	1	0.19	0.74	1e-20
PG6346	CP002687.1	10527525	10527776	-	AED90297.1	0	2	1	1	1	0.45	0.52	9.5e-20
PG6347	CP002687.1	10531262	10531500	+	AEE84168.2	1	1	0	0	1	0.21	1.00	1.1e-50
PG6348	CP002687.1	10536786	10541845	-	AEC06046.1	0	0	0	0	3	0.21	0.57	2.5e-16
PG6349	CP002687.1	10543217	10543480	-	ANM64841.1	0	0	0	0	1	0.50	0.29	8e-14
PG6350	CP002687.1	10545091	10545233	+	AEC06046.1	1	1	0	2	1	0.18	0.59	1.3e-14
PG6351	CP002687.1	10545333	10545704	+	AEE31904.1	0	1	5	0	1	0.74	0.39	1.2e-26
PG6352	CP002687.1	10547814	10553164	-	AED95269.1	0	14	14	1	2	0.94	0.26	2.6e-16
PG6353	CP002687.1	10609421	10610239	-	AEC08948.1	0	5	31	0	1	0.76	0.49	7.1e-42
PG6354	CP002687.1	10631251	10631324	-	AEE31881.1	1	1	0	1	1	0.11	0.85	4e-10
PG6356	CP002687.1	10685565	10686746	-	AEE84206.1	2	2	6	2	3	0.99	0.76	2.7e-32
PG6357	CP002687.1	10733672	10739564	-	AEE84227.1	0	7	3	3	2	0.18	0.56	8.6e-18
PG6358	CP002687.1	10753151	10760312	-	AEE84227.1	4	26	2	3	3	0.96	0.66	4.9e-37
PG6359	CP002687.1	10770081	10770338	-	AEE75946.1	0	2	2	3	1	0.41	0.33	4.4e-09
PG6360	CP002687.1	10770462	10770766	-	AEE33993.1	1	3	2	0	1	0.19	0.34	1.8e-09
PG6361	CP002687.1	10771903	10772160	-	AEE77061.1	0	10	0	0	1	0.50	0.34	4.6e-11
PG6362	CP002687.1	10791768	10791966	-	AEC05657.1	1	1	0	1	1	0.32	0.52	1.9e-16
PG6364	CP002687.1	10811530	10811776	-	AEE83045.1	1	3	2	0	1	0.21	0.60	2.5e-21
PG6365	CP002687.1	10871158	10871214	-	AEC05562.1	0	0	0	0	1	0.13	0.75	8.9e-10
PG6366	CP002687.1	10936036	10936518	+	AED92624.1	2	2	2	1	1	0.55	0.34	1.1e-19
PG6367	CP002687.1	10993448	10993990	+	AED95614.1	0	20	1	0	1	0.44	0.26	2.5e-06
PG6368	CP002687.1	10996130	10997599	+	ANM66829.1	0	1	4	0	1	0.47	0.41	5e-102
PG6369	CP002687.1	11037489	11037761	+	ANM70864.1	2	2	1	0	1	0.52	0.41	5.3e-18
PG6370	CP002687.1	11040961	11042313	+	AEE86019.1	1	3	7	0	2	0.31	0.88	8.1e-97
PG6371	CP002687.1	11045005	11045247	-	AEE80139.1	2	9	1	0	1	0.30	0.80	6e-33
PG6372	CP002687.1	11050709	11088405	+	AEE84338.1	0	0	0	0	19	0.56	0.97	5.5e-68
PG6373	CP002687.1	11101736	11102026	+	AED94540.1	0	1	0	1	1	0.15	0.29	2.1e-11
PG6374	CP002687.1	11103707	11104304	-	AEE86019.1	4	18	1	1	1	0.13	0.84	2.1e-40
PG6375	CP002687.1	11104583	11104789	+	AEE86022.1	2	5	0	1	1	0.30	0.77	5.3e-22
PG6376	CP002687.1	11110454	11110540	+	AED93802.1	0	0	6	0	1	0.27	0.67	3.1e-11
PG6377	CP002687.1	11111042	11111131	+	AED91526.1	0	0	0	0	1	0.75	1.00	1.7e-19
PG6378	CP002687.1	11111868	11113487	-	AEE85585.1	2	24	35	0	1	0.96	0.26	8.2e-17
PG6379	CP002687.1	11114076	11114318	-	AEE84338.1	0	0	0	0	1	0.22	0.96	2.9e-49
PG6380	CP002687.1	11114993	11115235	+	AEE80139.1	2	9	1	0	1	0.30	0.80	6.1e-32
PG6381	CP002687.1	11117954	11120619	-	AEE86019.1	2	40	1	0	2	0.59	0.91	1.7e-128
PG6382	CP002687.1	11125069	11125346	-	AEE28009.1	1	3	4	2	1	0.10	0.46	4e-19
PG6383	CP002687.1	11146280	11146610	-	AEE87042.1	4	7	4	3	1	0.30	0.47	2.2e-15
PG6384	CP002687.1	11147130	11147694	+	AEE87042.1	1	3	4	5	1	0.51	0.37	9.6e-29
PG6385	CP002687.1	11170469	11170639	-	AEE31617.1	0	0	0	0	1	0.27	0.52	1.7e-19
PG6387	CP002687.1	11206550	11211168	-	AEE84354.1	0	0	0	0	2	0.46	0.90	2.4e-28
PG6389	CP002687.1	11233219	11233490	+	AEE84396.1	1	1	19	1	1	0.12	0.62	5.3e-23
PG6390	CP002687.1	11364240	11365666	-	ANM66829.1	1	12	6	0	1	0.45	0.33	3.8e-68
PG6391	CP002687.1	11366993	11367400	-	AEE76453.1	0	4	2	0	1	0.33	0.27	6e-14
PG6392	CP002687.1	11368906	11369292	+	AEE82409.1	0	1	0	0	1	0.39	0.28	4.1e-17
PG6393	CP002687.1	11383935	11387136	-	AEE84446.1	0	6	3	1	5	0.98	0.75	2e-128
PG6394	CP002687.1	11407009	11407476	+	AEE30886.1	0	3	3	0	1	0.73	0.26	2.2e-12
PG6395	CP002687.1	11487709	11488818	+	AEE84779.1	2	11	17	3	1	0.99	0.57	1.9e-72
PG6396	CP002687.1	11534998	11535381	+	AEE30903.2	0	0	9	3	1	0.28	0.32	4.6e-10
PG6398	CP002687.1	11670916	11671875	+	AEE85453.1	2	14	35	4	2	0.90	0.51	5.6e-17
PG6400	CP002687.1	11676807	11678447	-	ANM66829.1	0	10	5	1	1	0.52	0.44	4.7e-105
PG6401	CP002687.1	11680400	11680981	-	AEE31669.1	0	23	2	0	1	0.56	0.23	2.9e-09
PG6403	CP002687.1	11690210	11690887	-	AED98269.1	4	9	8	1	1	0.58	0.55	1.2e-51
PG6404	CP002687.1	11700037	11700198	-	AEC10074.1	0	0	1	0	1	0.20	0.82	5.4e-24
PG6405	CP002687.1	11703351	11703605	-	AEE85397.1	0	1	0	0	1	0.17	0.59	2.8e-20
PG6406	CP002687.1	11737839	11741257	+	AEE84545.1	1	10	37	2	3	0.98	0.42	1.7e-52
PG6407	CP002687.1	11757522	11757650	-	AEE84576.1	0	0	0	1	1	0.26	0.89	4.2e-20
PG6408	CP002687.1	11815368	11815489	+	AEE83152.1	1	1	0	1	1	0.17	0.91	5.9e-17
PG6409	CP002687.1	11826148	11826432	-	AEE83147.1	0	0	0	0	1	0.23	0.58	6.7e-30
PG6411	CP002687.1	11835698	11835907	+	ANM61448.1	0	0	0	0	1	0.83	0.93	9e-45
PG6412	CP002687.1	11837282	11837503	+	AED94749.1	0	1	4	0	1	0.21	0.42	7.7e-15
PG6414	CP002687.1	11847597	11847812	+	AEE76880.1	0	0	0	1	1	0.10	0.49	1.1e-22
PG6415	CP002687.1	11891677	11892162	+	AEE84629.1	0	1	0	3	1	0.59	0.41	3.3e-30
PG6417	CP002687.1	12134298	12134482	-	AEE82397.1	1	1	1	0	1	0.10	0.56	1.2e-15
PG6418	CP002687.1	12152900	12153397	-	AEE84727.2	0	1	5	1	1	0.26	0.49	6.8e-36
PG6419	CP002687.1	12205483	12205885	-	AEE84741.1	1	1	7	1	1	0.68	0.85	2.1e-59
PG6420	CP002687.1	12261723	12262130	-	AEE77351.1	0	3	0	0	1	0.99	0.69	1.6e-53
PG6422	CP002687.1	12305868	12306089	+	AEE34361.1	0	2	2	0	1	0.67	0.64	5.2e-22
PG6423	CP002687.1	12385178	12385303	-	ANM64554.1	0	0	0	1	1	0.25	0.63	3.1e-15
PG6425	CP002687.1	12508820	12508891	+	AEE84848.1	0	0	0	0	1	0.10	0.88	1.1e-15
PG6426	CP002687.1	12509386	12509817	+	AEE82929.1	1	1	0	0	2	0.20	0.73	2.9e-32
PG6427	CP002687.1	12570683	12570790	-	ANM61984.1	0	0	0	0	1	0.11	0.70	1.2e-15
PG6429	CP002687.1	12628129	12628256	-	AEE86549.1	1	2	0	0	1	0.15	0.68	7.7e-13
PG6430	CP002687.1	12722398	12722744	-	AEE84309.1	1	3	0	1	2	0.29	0.73	2.2e-21
PG6431	CP002687.1	12841584	12842466	-	AEE84988.1	2	2	6	1	3	0.56	0.71	2e-19
PG6432	CP002687.1	12845191	12845332	+	AEE84985.1	2	3	0	0	1	0.35	0.88	4e-22
PG6433	CP002687.1	12845679	12846009	+	AEE84984.1	3	4	5	0	1	0.65	0.81	1.3e-48
PG6434	CP002687.1	12871624	12871979	-	AEE79872.1	3	3	5	1	1	0.27	0.58	5.5e-27
PG6435	CP002687.1	12975006	12975278	-	AED94590.1	2	3	0	1	1	0.30	0.42	2.4e-13
PG6436	CP002687.1	13167248	13167777	+	AED95343.1	0	1	0	0	2	0.33	0.76	5.3e-22
PG6437	CP002687.1	13294323	13296143	+	AED96791.1	1	1	0	1	4	0.85	0.78	7.7e-33
PG6438	CP002687.1	13318931	13319230	-	AED96776.1	0	0	0	0	1	0.99	0.57	3.4e-29
PG6439	CP002687.1	13328775	13330326	-	ANM65689.1	1	3	5	1	2	0.98	0.37	3.3e-60
PG6440	CP002687.1	13330555	13330782	-	AEE84338.1	0	1	2	0	1	0.20	0.35	3.7e-16
PG6441	CP002687.1	13330795	13331982	-	AEE31993.1	0	2	4	1	1	0.64	0.37	4.8e-70
PG6443	CP002687.1	13578613	13578723	-	AEE30059.1	0	0	6	0	1	0.12	0.68	3.1e-13
PG6444	CP002687.1	13579155	13579253	+	AED94808.1	0	0	1	0	1	0.10	0.69	1.2e-11
PG6445	CP002687.1	13579690	13580088	-	AEE79636.1	0	3	14	4	2	0.27	0.61	4.2e-16
PG6446	CP002687.1	13625364	13631511	+	ANM66829.1	2	3	10	0	2	0.47	0.42	2.2e-109
PG6447	CP002687.1	13631647	13631811	+	AEE82494.1	0	0	10	0	1	0.33	0.44	1e-10
PG6448	CP002687.1	13778801	13780756	+	AEE29729.1	0	25	15	1	2	0.89	0.29	2.5e-19
PG6449	CP002687.1	13816781	13816960	+	AED96457.1	0	0	2	0	1	0.98	0.64	1.8e-20
PG6450	CP002687.1	14050484	14050576	-	AEE32804.1	0	0	0	0	1	0.27	0.84	6.5e-20
PG6451	CP002687.1	14259406	14259906	+	AEE31669.1	0	4	1	0	1	0.53	0.24	3e-13
PG6452	CP002687.1	14261864	14263305	+	ANM66829.1	1	3	7	1	1	0.47	0.41	2.5e-82
PG6453	CP002687.1	14281170	14281706	+	AEC06007.1	0	1	8	0	1	0.75	0.41	1.6e-45
PG6454	CP002687.1	14283337	14283471	+	AED95270.1	0	0	0	2	1	0.23	0.87	4.4e-12
PG6455	CP002687.1	14283761	14284262	-	ANM57940.1	0	1	0	0	2	0.99	0.95	3.3e-49
PG6456	CP002687.1	14285272	14286978	-	ANM65971.1	0	22	9	0	1	0.72	0.25	1.9e-47
PG6457	CP002687.1	14338639	14338851	-	AEC06270.1	0	0	0	0	1	0.42	0.43	1.2e-17
PG6458	CP002687.1	14420363	14429539	-	AEE85609.1	1	12	14	4	3	0.98	0.64	1.8e-40
PG6459	CP002687.1	14435679	14435849	+	AED94505.1	0	0	8	0	1	0.16	0.47	2.4e-12
PG6460	CP002687.1	14500614	14500875	+	AEE85641.1	0	0	0	0	2	0.17	0.68	1.4e-12
PG6461	CP002687.1	14523241	14523540	+	AEE85654.1	0	0	3	1	1	0.30	0.57	5.7e-27
PG6462	CP002687.1	14684019	14688878	-	AEE85712.1	0	4	26	1	3	0.99	0.52	8.8e-36
PG6463	CP002687.1	14750234	14750858	-	AEC08574.1	1	2	0	2	2	0.68	0.84	1.1e-16
PG6464	CP002687.1	14786109	14786222	+	AED90547.1	0	0	0	1	1	0.34	0.69	8.9e-19
PG6465	CP002687.1	14830803	14831009	-	AEE75386.1	0	0	0	0	1	0.11	0.77	7.5e-29
PG6466	CP002687.1	14975683	14975950	-	AEE85773.1	0	0	0	1	2	0.29	0.82	1.2e-16
PG6467	CP002687.1	14976960	14977058	-	AEE85804.1	0	0	0	0	1	0.15	0.71	1.9e-12
PG6470	CP002687.1	14984732	14985025	-	AEE32210.1	0	8	0	1	1	0.23	0.32	3e-10
PG6471	CP002687.1	14988877	14989247	+	ANM69555.1	1	7	0	0	1	0.61	0.90	3.9e-62
PG6472	CP002687.1	15008769	15009195	-	AEE75034.1	1	4	5	0	1	0.24	0.50	4.8e-35
PG6474	CP002687.1	15033607	15033807	+	AEE85711.1	0	1	3	3	1	0.16	0.62	1.4e-19
PG6475	CP002687.1	15034197	15034547	-	AEE86286.2	0	6	1	0	1	0.28	0.46	2.1e-28
PG6476	CP002687.1	15065919	15066071	-	AEC06232.1	0	0	0	1	1	0.28	0.64	1.6e-17
PG6477	CP002687.1	15159804	15160178	-	AEE85875.1	0	0	97	0	1	0.34	0.53	1.8e-30
PG6478	CP002687.1	15161051	15161168	+	AEE86802.1	1	1	9	0	1	0.39	0.71	3.1e-13
PG6479	CP002687.1	15217163	15218061	+	AEE85897.1	0	0	0	0	2	0.68	0.76	6.6e-29
PG6480	CP002687.1	15221096	15221197	-	AEE85905.1	0	0	0	0	1	0.10	0.86	1.5e-17
PG6481	CP002687.1	15239521	15242162	-	AEE85897.1	5	5	4	3	4	0.98	0.72	8.3e-23
PG6482	CP002687.1	15330066	15330140	+	AEE85942.1	0	0	0	0	1	0.10	0.85	1.2e-12
PG6483	CP002687.1	15353521	15353559	-	AEC06191.2	0	0	0	0	1	0.16	0.86	1.7e-07
PG6484	CP002687.1	15458331	15458439	-	AEE28703.1	1	1	1	0	1	0.18	0.76	4.3e-11
PG6485	CP002687.1	15460208	15460367	-	AEE85585.1	2	2	1	0	1	0.10	0.88	1.1e-22
PG6488	CP002687.1	15461437	15461817	+	AED92624.1	0	2	1	1	1	0.43	0.29	9.2e-16
PG6489	CP002687.1	15514971	15515133	-	AEE86005.1	1	1	0	1	1	0.44	0.69	1.2e-20
PG6490	CP002687.1	15562392	15562508	-	AEE86021.1	0	0	0	1	1	0.25	0.85	2.1e-18
PG6491	CP002687.1	15562781	15563811	-	AEE86019.1	1	2	4	0	3	0.39	0.91	9.6e-68
PG6492	CP002687.1	15567789	15567944	-	AEE86022.1	0	0	0	4	1	0.23	0.74	3.5e-22
PG6493	CP002687.1	15627810	15628082	+	ANM67079.1	0	0	1	1	1	0.22	0.51	9.2e-23
PG6494	CP002687.1	15667734	15668142	+	AEE31617.1	1	2	0	1	1	0.64	0.50	1.2e-33
PG6495	CP002687.1	15698692	15698979	-	ANM65471.1	0	0	0	0	1	0.26	0.98	5.9e-41
PG6496	CP002687.1	15750896	15751114	-	AEC05607.1	0	0	0	0	1	0.20	0.57	2.4e-24
PG6501	CP002687.1	16058736	16059051	+	AEC10544.1	3	3	0	2	2	0.15	0.78	4.3e-17
PG6502	CP002687.1	16059601	16059657	-	ANM68640.1	0	0	0	0	1	0.11	0.85	1.4e-09
PG6503	CP002687.1	16227082	16229031	-	AEE86282.1	1	2	0	3	4	0.94	0.81	5.2e-129
PG6506	CP002687.1	16320932	16326124	-	AEC10544.1	4	4	0	2	3	0.15	0.78	3.3e-17
PG6508	CP002687.1	16335293	16335663	+	AEE86323.1	2	2	11	1	1	0.12	0.90	5.1e-45
PG6509	CP002687.1	16369027	16369155	+	AEE84779.1	0	0	0	0	1	0.11	0.77	8.4e-24
PG6510	CP002687.1	16718823	16719188	+	AEE86470.1	0	9	5	3	1	0.30	0.45	7e-21
PG6511	CP002687.1	16891611	16891778	-	AEE83172.1	0	1	3	0	1	0.97	0.65	4.6e-17
PG6513	CP002687.1	16933523	16933818	+	AEC07802.1	1	7	1	1	1	0.28	0.69	2.3e-30
PG6515	CP002687.1	17081558	17081752	-	AEC10544.1	2	4	0	2	1	0.13	0.68	2.9e-22
PG6518	CP002687.1	17242334	17242435	-	AEC06751.1	0	0	0	1	1	0.18	0.69	5.4e-14
PG6519	CP002687.1	17282023	17282202	-	AEE29847.1	2	2	8	0	1	0.69	0.52	7.1e-11
PG6522	CP002687.1	17637374	17637631	+	AEE82993.1	0	0	2	2	1	0.27	0.35	2.2e-11
PG6523	CP002687.1	17674197	17674517	-	AEE82756.1	0	1	0	0	1	0.62	0.54	2.3e-29
PG6524	CP002687.1	17706584	17706646	+	ANM65783.1	0	0	0	0	1	0.19	0.95	2.7e-12
PG6525	CP002687.1	17706664	17706826	+	AEC09866.1	1	2	0	0	1	0.57	0.93	5.6e-28
PG6526	CP002687.1	17713524	17713835	+	AEE76450.1	0	1	7	0	1	0.27	0.34	1.4e-16
PG6527	CP002687.1	17715105	17716499	+	ANM66829.1	0	0	4	0	1	0.45	0.39	6.5e-87
PG6530	CP002687.1	17946154	17950997	+	AEE86827.1	0	0	0	0	3	0.48	0.95	3.2e-28
PG6531	CP002687.1	18249182	18249291	-	AEE86527.1	1	1	3	0	1	0.21	0.76	1.5e-12
PG6532	CP002687.1	18256189	18256666	+	AEE86985.1	1	6	7	3	1	0.38	0.46	2.9e-31
PG6533	CP002687.1	18439581	18439808	+	AEE87089.1	0	4	0	0	1	0.18	0.44	3.5e-15
PG6536	CP002687.1	18547729	18548222	+	AEE86505.1	4	6	2	0	1	0.10	0.91	1.5e-61
PG6537	CP002687.1	18577906	18578274	-	AEC06020.2	0	1	0	0	1	0.30	0.41	5.2e-24
PG6539	CP002688.1	65443	66846	-	ANM66829.1	0	19	1	0	1	0.43	0.34	3.4e-32
PG6540	CP002688.1	136452	137063	+	AEC05391.1	0	5	0	0	1	0.39	0.26	5.9e-17
PG6541	CP002688.1	137718	139208	+	AEE31993.1	0	0	0	0	2	0.72	0.69	2.3e-126
PG6542	CP002688.1	139236	141227	+	AEE31992.1	1	2	1	0	3	0.95	0.67	2.2e-63
PG6544	CP002688.1	440961	441392	+	AED90444.1	2	7	5	3	1	0.72	0.49	2.7e-25
PG6545	CP002688.1	453814	454288	+	AEE79711.1	1	1	7	1	3	0.68	0.82	1.9e-28
PG6546	CP002688.1	489955	491331	-	ANM61506.1	0	0	0	0	2	0.63	0.93	6.9e-22
PG6548	CP002688.1	500303	500593	-	AEE32927.1	0	0	0	0	1	0.15	0.81	1.4e-42
PG6549	CP002688.1	507610	507756	+	AEE32162.1	0	2	0	0	1	0.20	0.70	2.6e-19
PG6552	CP002688.1	660004	660404	+	AEE78430.1	3	10	14	1	1	0.21	0.52	6.3e-20
PG6553	CP002688.1	672911	673063	+	AED90534.1	0	0	0	1	1	0.11	0.71	6.2e-21
PG6554	CP002688.1	679963	680132	+	AED90537.1	1	2	1	2	1	0.12	0.69	1.7e-16
PG6555	CP002688.1	699479	701234	+	AED90544.1	0	0	0	0	2	0.19	0.66	2.5e-21
PG6556	CP002688.1	706025	706120	-	AEC09162.1	0	0	0	0	1	0.29	0.82	2.5e-18
PG6557	CP002688.1	724252	724617	-	ANM70057.1	0	0	0	1	2	0.32	0.82	1.1e-17
PG6558	CP002688.1	725951	726076	+	AEE32946.1	3	3	0	0	1	0.22	0.75	1.8e-14
PG6559	CP002688.1	820196	820998	-	AED90593.1	2	2	6	1	2	0.95	0.79	1.2e-30
PG6561	CP002688.1	911064	911436	-	AEC07420.1	1	2	9	0	1	0.92	0.42	1.5e-24
PG6563	CP002688.1	1031567	1032032	-	AED90676.1	1	3	10	3	1	0.40	0.84	1.5e-63
PG6565	CP002688.1	1067791	1067895	-	AEE82692.1	0	0	0	1	1	0.12	0.67	2.2e-13
PG6566	CP002688.1	1164326	1166017	-	AEE85585.1	0	3	9	0	1	0.99	0.34	3.8e-99
PG6567	CP002688.1	1166591	1166848	-	AEE84338.1	0	1	0	0	1	0.23	0.40	8.7e-19
PG6568	CP002688.1	1166858	1168030	-	AEE31993.1	0	11	23	1	1	0.64	0.25	5.3e-25
PG6569	CP002688.1	1218279	1218665	+	AEC06001.1	0	1	6	0	1	0.99	0.27	8.8e-15
PG6571	CP002688.1	1342444	1342571	-	AEC05902.1	1	1	0	0	1	0.49	0.75	2.7e-15
PG6572	CP002688.1	1353673	1353805	-	AEE84201.1	1	1	3	0	1	0.15	0.67	2.6e-13
PG6573	CP002688.1	1386686	1387725	+	AEE35679.1	0	0	8	2	4	0.92	0.91	4.7e-47
PG6574	CP002688.1	1421632	1421940	-	AEE74941.1	0	10	4	4	1	0.29	0.47	8.6e-18
PG6575	CP002688.1	1452192	1452383	+	AED90820.1	0	2	0	0	1	0.17	0.71	4.9e-27
PG6576	CP002688.1	1480367	1480499	-	AEE30602.1	1	2	0	0	1	0.13	0.82	3.5e-20
PG6578	CP002688.1	1515786	1515883	+	AEE76000.1	1	1	2	0	1	0.14	0.92	7.4e-18
PG6579	CP002688.1	1562754	1562880	-	AEC07798.1	1	3	0	0	1	0.10	0.74	3.1e-13
