#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002688.1	17524237	17524347	+	AT1G66490.1	0.10	0	0	0	0	8e-10	0.892	1	FRAG
CP002688.1	17543143	17543487	+	AT2G36180.1	0.99	2	28	2	0	2e-32	0.671	3	PSSD
CP002688.1	17738217	17738599	+	AT5G44070.1	0.29	5	18	2	0	1e-11	0.490	0	FRAG
CP002688.1	17846856	17847060	+	AT2G18020.1	0.26	3	0	2	1	1e-11	0.754	0	FRAG
CP002688.1	17862033	17863124	+	AT2G31470.1	0.95	17	18	3	1	1e-68	0.478	0	PSSD
CP002688.1	17918670	17919264	+	AT5G65005.1	0.75	3	2	1	1	9e-52	0.510	1	PSSD
CP002688.1	17944809	17945155	+	AT5G44495.1	1.00	1	3	1	0	2e-25	0.782	3	PSSD
CP002688.1	18158847	18159343	+	AT5G44950.1	0.38	19	13	5	3	4e-19	0.531	0	FRAG
CP002688.1	18162462	18162742	+	AT5G44970.1	0.24	2	1	1	2	6e-17	0.568	0	FRAG
CP002688.1	18420736	18420991	+	AT1G48953.1	0.84	6	1	1	0	2e-09	0.837	0	FRAG
CP002688.1	18471189	18471500	+	AT5G28800.1	0.77	13	0	0	0	1e-21	0.577	0	PSSD
CP002688.1	18520086	18521040	+	AT2G25370.1	0.18	2	16	2	3	2e-13	0.73	1	DUP
CP002688.1	18661885	18662147	+	AT5G66630.1	0.13	5	5	4	1	5e-08	0.739	0	FRAG
CP002688.1	18834787	18835129	+	AT5G46460.1	0.26	3	66	3	0	1e-07	0.422	0	FRAG
CP002688.1	18860454	18861925	+	AT1G31540.1	0.59	5	4	0	0	9e-22	0.68	0	DUP
CP002688.1	19432238	19432390	+	AT3G46820.1	0.16	0	0	0	1	7e-14	0.784	3	FRAG
CP002688.1	19432937	19433135	+	AT1G47915.1	0.90	1	0	1	1	1e-10	0.697	1	PSSD
CP002688.1	19457001	19458207	+	AT5G48010.1	0.34	1	0	1	0	2e-12	0.99	0	DUP
CP002688.1	19543409	19544336	+	AT4G20170.1	0.39	3	14	3	1	5e-34	0.88	0	DUP
CP002688.1	19589743	19590400	+	AT3G28540.1	0.46	13	24	5	5	1e-16	0.552	0	FRAG
CP002688.1	19671646	19671840	+	AT1G52950.1	0.13	0	6	0	2	2e-11	0.549	0	FRAG
CP002688.1	19716370	19716610	+	AT5G43480.1	1.00	2	0	2	0	9e-22	0.901	0	PSSD
CP002688.1	19797800	19798026	-	AT3G44810.1	0.17	2	0	1	0	4e-09	0.579	1	FRAG
CP002688.1	19855034	19856368	+	AT1G64260.1	0.62	14	17	0	0	1e-29	0.247	0	FRAG
CP002688.1	19885381	19885509	+	AT5G11540.1	0.08	0	3	0	0	1e-16	0.891	0	FRAG
CP002688.1	19885581	19885688	+	AT3G06895.1	0.71	0	0	0	0	1e-09	0.944	0	FRAG
CP002688.1	19951910	19952598	+	AT3G24260.1	0.64	1	9	1	3	5e-72	0.695	3	FRAG
CP002688.1	20099931	20100179	+	AT5G42905.1	0.32	0	0	0	3	3e-18	0.602	3	FRAG
CP002688.1	20122396	20123069	+	AT3G17850.1	0.12	39	0	3	5	9e-11	0.50	1	DUP
CP002688.1	20228672	20230132	+	AT5G49750.1	0.62	11	0	5	6	1e-12	0.60	0	DUP
CP002688.1	20429300	20430176	+	AT5G53635.1	0.60	12	3	5	1	4e-33	0.52	3	DUP
CP002688.1	20479903	20480160	+	AT3G30370.1	0.37	20	0	0	0	6e-10	0.337	0	FRAG
CP002688.1	20563707	20564120	+	AT5G50115.1	0.22	2	0	0	2	1e-34	0.72	0	DUP
CP002688.1	20870926	20871411	+	AT3G50380.1	0.06	5	18	2	2	1e-27	0.567	3	FRAG
CP002688.1	21102524	21103565	+	AT5G51950.1	0.55	0	0	0	1	4e-13	0.71	0	DUP
CP002688.1	21175520	21175854	+	AT5G65005.1	0.43	1	0	1	0	3e-53	0.982	0	FRAG
CP002688.1	21280243	21281002	+	AT2G15710.1	0.54	3	8	2	1	5e-42	0.61	0	DUP
CP002688.1	21815050	21815148	+	AT3G50674.1	0.55	0	0	0	0	4e-09	1.000	0	FRAG
CP002688.1	21939748	21939858	+	AT5G53740.1	0.13	0	0	0	0	1e-08	0.811	0	FRAG
CP002688.1	21940392	21941558	+	AT5G10530.1	0.71	8	79	5	3	5e-51	0.572	3	PSSD
CP002688.1	22007134	22008170	+	AT1G76680.2	0.85	22	43	3	6	6e-77	0.58	0	DUP
CP002688.1	22205310	22205755	+	AT5G54660.1	0.77	13	11	1	11	1e-10	0.390	3	FRAG
CP002688.1	22268045	22269124	+	AT1G56400.1	0.67	2	4	1	0	1e-56	0.71	0	DUP
CP002688.1	22461855	22462153	+	AT5G55450.1	0.93	4	0	1	1	8e-31	0.808	0	PSSD
CP002688.1	22506077	22506322	+	AT1G65790.1	0.13	3	28	0	1	1e-07	0.409	0	FRAG
CP002688.1	22508954	22509407	+	AT5G55580.1	0.23	8	0	0	2	1e-25	0.77	0	DUP
CP002688.1	22581586	22583558	+	AT1G44050.1	1.00	15	89	1	1	0.0	0.552	1	PSSD
CP002688.1	22811714	22816907	+	AT5G56390.1	0.96	8	8	2	0	2e-109	0.58	3	DUP
CP002688.1	22815275	22815618	+	AT3G52720.2	0.40	23	0	1	4	1e-11	0.377	0	FRAG
CP002688.1	22898641	22899225	+	AT5G56560.1	0.23	7	2	3	3	3e-17	0.58	3	DUP
CP002688.1	22932773	22932955	+	AT2G02520.1	0.29	0	0	0	2	5e-15	0.639	3	FRAG
CP002688.1	23431415	23431498	+	AT1G16820.1	0.30	0	0	0	0	7e-08	1.000	3	FRAG
CP002688.1	23748114	23750830	+	AT5G58840.1	0.97	9	3	1	2	0.0	0.78	0	DUP
CP002688.1	24542505	24542852	+	AT5G42895.1	0.98	0	4	0	1	2e-38	0.817	0	PSSD
CP002688.1	24713527	24713736	+	AT3G57770.1	0.26	2	1	0	2	1e-09	0.629	0	FRAG
CP002688.1	24798026	24798208	+	AT2G16800.1	0.16	3	0	2	0	1e-09	0.836	0	FRAG
CP002688.1	24798303	24798607	+	AT2G10450.1	0.85	8	0	1	2	8e-12	0.70	0	DUP
CP002688.1	25143139	25143280	+	AT5G62060.1	0.16	1	0	1	1	8e-13	0.851	0	FRAG
CP002688.1	25470244	25470363	+	AT4G02280.1	0.05	0	0	0	0	2e-11	0.950	0	FRAG
CP002688.1	25591554	25591740	+	AT5G09270.1	0.55	2	0	1	2	9e-12	0.710	0	FRAG
CP002688.1	25750526	25750749	+	AT5G63870.3	0.27	1	5	1	1	4e-10	0.675	3	FRAG
CP002688.1	26562169	26562460	+	AT5G49560.1	0.32	11	0	2	1	2e-15	0.711	0	FRAG
CP002688.1	26614028	26614465	+	AT3G24850.1	0.46	9	24	3	2	1e-28	0.585	0	FRAG
CP002688.1	26653244	26653360	+	AT3G05520.2	0.09	3	0	0	0	7e-07	0.718	0	FRAG
CP002688.1	26829583	26829797	+	AT5G65610.1	0.28	4	0	1	0	2e-10	0.875	0	FRAG
CP002686.1	1060	1149	+	AT3G43722.1	0.97	0	0	0	0	3e-06	0.867	3	FRAG
CP002686.1	832154	832279	+	AT5G17560.1	0.23	1	0	0	0	2e-07	0.690	0	FRAG
CP002686.1	863466	863873	+	AT4G12820.1	0.32	2	6	0	0	5e-42	0.634	0	FRAG
CP002686.1	864728	864844	+	AT3G12840.1	0.42	0	0	0	1	2e-07	0.615	0	FRAG
CP002686.1	987151	989580	+	AT3G25510.1	0.34	10	4	2	0	1e-140	0.61	0	DUP
CP002686.1	989704	990663	+	AT5G38350.1	0.38	4	3	0	0	1e-78	0.520	0	FRAG
CP002686.1	1121784	1122579	+	AT3G22710.1	0.86	32	45	1	0	2e-16	0.310	3	FRAG
CP002686.1	1169029	1169668	+	AT1G02230.1	0.40	3	2	1	2	3e-31	0.73	3	DUP
CP002686.1	1198141	1198323	+	AT3G04160.1	0.10	1	8	0	1	3e-11	0.638	0	FRAG
CP002686.1	1199551	1199894	+	AT2G44280.3	0.26	5	1	2	2	3e-07	0.80	0	FRAG
CP002686.1	1210562	1210861	+	AT5G18460.1	0.24	2	6	0	0	1e-20	0.491	3	FRAG
CP002686.1	1248776	1249783	+	AT1G64260.1	0.48	11	17	0	0	1e-37	0.283	0	FRAG
CP002686.1	1450916	1451629	+	AT3G05400.1	0.26	3	0	2	0	2e-25	0.73	0	DUP
CP002686.1	1793750	1793989	+	AT3G05570.1	0.51	0	0	0	1	2e-08	0.91	0	FRAG
CP002686.1	1825872	1826062	+	AT4G40020.1	0.10	1	0	1	1	2e-12	0.688	0	FRAG
CP002686.1	1958804	1959103	+	AT5G40260.2	0.32	2	0	0	0	1e-08	0.68	3	FRAG
CP002686.1	1960998	1961224	+	AT4G20690.1	0.54	3	1	1	0	1e-11	0.779	0	FRAG
CP002686.1	1963724	1964065	+	AT3G06435.1	0.57	0	1	0	0	2e-37	0.948	3	FRAG
CP002686.1	2208695	2208858	+	AT3G06985.1	0.76	3	0	1	1	6e-17	0.800	0	PSSD
CP002686.1	2886612	2887628	+	AT4G23580.1	0.93	0	19	0	1	4e-109	0.620	0	PSSD
CP002686.1	2945814	2946154	+	AT5G41820.1	0.17	1	6	1	1	4e-33	0.800	0	FRAG
CP002686.1	3133341	3133486	+	AT2G44380.1	0.22	1	6	1	0	4e-15	0.818	0	FRAG
CP002686.1	3182867	3183290	+	AT5G64020.1	0.26	4	9	4	1	2e-10	0.76	0	FRAG
CP002686.1	3252612	3252974	+	AT1G09245.1	0.91	1	7	0	0	3e-11	0.328	3	FRAG
CP002686.1	3253617	3253916	+	AT5G38435.1	0.74	3	1	0	0	2e-16	0.446	1	PSSD
CP002686.1	3306559	3307001	+	AT3G10540.1	0.23	0	0	0	0	2e-47	0.96	0	DUP
CP002686.1	3377476	3378574	+	AT3G04660.1	0.95	13	17	1	1	4e-65	0.457	0	PSSD
CP002686.1	3538664	3538819	+	AT5G58260.2	0.32	0	0	0	0	6e-12	0.808	2	FRAG
CP002686.1	4552524	4553432	+	AT3G49510.1	0.51	19	50	2	1	3e-54	0.484	0	FRAG
CP002686.1	4635291	4635401	+	AT5G51090.1	0.28	0	0	0	2	3e-07	0.757	0	FRAG
CP002686.1	4644902	4645702	+	AT3G13840.1	0.53	2	1	2	0	2e-105	0.802	0	FRAG
CP002686.1	5158797	5159597	+	AT2G04930.1	0.97	4	6	0	0	7e-66	0.535	0	PSSD
CP002686.1	5380439	5380699	+	AT3G12410.1	0.42	2	11	0	1	2e-07	0.306	3	FRAG
CP002686.1	5392451	5392589	+	AT3G15909.1	0.98	3	0	1	1	3e-12	0.826	0	PSSD
CP002686.1	5438444	5438800	+	AT3G24580.1	0.39	3	28	2	2	3e-14	0.456	0	FRAG
CP002686.1	5453229	5453726	+	AT2G35340.1	0.17	2	10	0	1	4e-14	0.312	0	FRAG
CP002686.1	5508766	5509001	+	AT3G16555.1	0.23	1	1	1	0	4e-12	0.500	0	FRAG
CP002686.1	5575513	5577002	+	AT1G52030.1	0.73	14	39	1	0	9e-86	0.52	0	DUP
CP002686.1	5635210	5635462	+	AT3G17710.1	0.23	5	4	3	0	8e-08	0.545	0	FRAG
CP002686.1	5700855	5701103	+	AT3G16785.1	0.07	7	0	3	3	5e-10	0.578	0	FRAG
CP002686.1	5869918	5870622	+	AT3G24255.1	0.27	1	0	0	0	2e-36	0.48	0	DUP
CP002686.1	5870874	5872830	+	AT1G47990.1	0.90	1	1	0	0	1e-47	0.72	0	DUP
CP002686.1	6011727	6011843	+	AT1G48325.1	0.50	0	2	0	0	8e-09	0.585	3	FRAG
CP002686.1	6060747	6061765	+	AT3G02470.1	0.78	4	15	1	2	3e-19	0.46	3	DUP
CP002686.1	6215637	6217129	+	AT3G27740.2	0.84	2	0	1	0	2e-59	0.87	3	DUP
CP002686.1	6227721	6229169	+	AT3G18180.1	0.72	12	0	2	0	1e-07	0.79	0	FRAG
CP002686.1	6261793	6261955	+	AT5G04660.1	0.11	1	3	1	1	4e-11	0.649	0	FRAG
CP002686.1	6267952	6268080	+	ATCG00150.1	0.17	0	0	0	0	1e-14	0.953	0	FRAG
CP002686.1	6302678	6303369	+	AT1G48850.2	0.50	27	0	5	2	5e-15	0.60	0	DUP
CP002686.1	6470347	6470997	+	AT1G49230.1	0.97	10	5	0	0	5e-61	0.676	0	PSSD
CP002686.1	6519849	6520198	+	AT3G22350.2	0.51	5	11	1	0	6e-13	0.406	3	FRAG
CP002686.1	6541298	6542077	+	AT1G55230.1	0.84	23	13	2	4	6e-07	0.352	0	FRAG
CP002686.1	6562839	6563225	+	AT4G37140.1	0.96	6	5	2	3	3e-10	0.358	0	FRAG
CP002686.1	6599381	6600479	+	AT2G26030.1	0.70	38	11	3	4	1e-60	0.51	0	DUP
CP002686.1	6698474	6699061	+	AT1G49760.1	0.31	5	14	2	0	9e-31	0.543	0	FRAG
CP002686.1	6795380	6796398	+	AT3G19560.1	0.95	32	26	8	1	1e-35	0.458	3	PSSD
CP002686.1	6988708	6989120	+	AT5G60560.1	0.36	8	3	3	3	7e-22	0.600	3	FRAG
CP002686.1	7007345	7007646	+	AT3G20100.1	0.21	1	5	1	1	9e-30	0.689	0	FRAG
CP002686.1	7014522	7015288	+	AT1G28430.1	0.50	2	3	1	0	5e-14	0.525	3	FRAG
CP002686.1	7104627	7104710	+	ATCG00720.1	0.13	0	0	0	0	3e-07	0.893	0	FRAG
CP002686.1	7173677	7174298	+	AT1G50900.1	0.96	2	14	2	2	4e-17	0.69	0	DUP
CP002686.1	7210019	7210198	+	AT2G02520.1	0.28	0	0	0	0	2e-20	0.750	3	FRAG
CP002686.1	7334162	7337667	+	AT3G20940.1	0.81	12	3	4	2	1e-24	0.81	0	DUP
CP002686.1	7350610	7351977	+	AT3G21000.1	0.98	26	10	0	0	3e-52	0.41	0	DUP
CP002686.1	7352613	7354764	+	AT3G20980.1	0.99	2	7	0	0	4e-45	0.68	0	DUP
CP002686.1	7358881	7359987	+	AT3G21000.1	0.98	3	29	0	0	7e-74	0.543	3	PSSD
CP002686.1	7366251	7367561	+	AT3G21000.1	1.00	2	11	0	0	5e-104	0.59	3	DUP
CP002686.1	7368276	7369320	+	AT3G21000.1	0.99	2	54	1	2	8e-54	0.458	0	PSSD
CP002686.1	7370174	7371388	+	AT3G21000.1	0.98	22	14	0	0	6e-65	0.389	0	FRAG
CP002686.1	7372766	7373617	+	AT3G21000.1	0.70	11	9	0	0	1e-39	0.372	1	FRAG
CP002686.1	7375164	7376399	+	AT3G21000.1	0.98	2	12	0	0	2e-66	0.46	0	DUP
CP002686.1	7471719	7472121	+	AT3G56150.1	0.16	4	8	3	2	3e-09	0.511	0	FRAG
CP002686.1	7472618	7472734	+	AT1G17720.1	0.08	0	0	0	0	5e-11	0.795	0	FRAG
CP002686.1	7601650	7601991	+	AT3G23260.1	0.31	5	2	0	0	5e-28	0.595	0	FRAG
CP002686.1	7725531	7726467	+	AT4G20670.1	0.89	2	1	0	3	7e-39	0.56	0	DUP
CP002686.1	7727537	7728488	+	AT3G21940.1	0.98	2	22	2	0	4e-47	0.62	2	DUP
CP002686.1	7732826	7733265	+	AT3G21940.1	0.58	1	12	1	0	3e-45	0.635	0	FRAG
CP002686.1	7740297	7741117	+	AT2G31620.1	0.94	0	1	0	1	7e-75	0.63	0	DUP
CP002686.1	7747123	7748109	+	AT3G21990.1	1.00	1	0	0	1	4e-59	0.75	0	DUP
CP002686.1	7756480	7757296	+	AT3G22030.1	0.81	3	2	3	0	9e-08	0.54	2	FRAG
CP002686.1	7849945	7850289	+	ATCG00490.1	0.24	3	1	2	2	4e-25	0.716	1	FRAG
CP002686.1	7852909	7853476	+	ATCG00490.1	0.46	7	33	7	3	3e-37	0.595	3	FRAG
CP002686.1	7859983	7860327	+	ATCG00490.1	0.24	3	1	2	2	4e-25	0.716	0	FRAG
CP002686.1	7862001	7862568	+	ATCG00490.1	0.46	7	33	7	3	3e-37	0.595	3	FRAG
CP002686.1	7896153	7897157	+	AT3G22345.1	0.99	7	4	0	1	4e-129	0.758	0	PSSD
CP002686.1	7899878	7900388	+	AT3G03730.1	0.44	8	8	1	1	1e-10	0.478	0	FRAG
CP002686.1	7971039	7971438	+	AT3G22480.1	0.84	11	0	3	2	3e-14	0.674	3	PSSD
CP002686.1	8130843	8131040	+	AT2G13770.1	0.19	0	0	0	0	3e-07	0.970	1	FRAG
CP002686.1	8138508	8138822	+	AT3G24255.1	0.10	1	0	0	1	9e-10	0.51	0	FRAG
CP002686.1	8174442	8176676	+	AT3G23120.1	1.00	5	42	2	0	0.0	0.681	3	PSSD
CP002686.1	8226791	8227000	+	AT1G61410.1	0.59	0	0	0	0	9e-24	0.871	0	FRAG
CP002686.1	8433891	8433983	+	AT3G23540.1	0.05	0	0	0	1	2e-07	0.871	0	FRAG
CP002686.1	8464648	8464881	+	AT3G53310.1	0.27	6	1	3	2	7e-08	0.650	0	FRAG
CP002686.1	8546089	8546247	+	AT3G23727.1	0.57	1	0	0	0	3e-11	0.453	0	FRAG
CP002686.1	8795357	8796034	+	AT3G24255.2	0.59	5	64	4	6	3e-25	0.51	0	DUP
CP002686.1	9116214	9116327	+	AT3G24929.2	0.30	0	0	0	2	1e-09	0.868	0	FRAG
CP002686.1	9134752	9134925	+	AT4G03430.1	0.06	0	0	0	2	4e-11	0.655	0	FRAG
CP002686.1	9170310	9170977	+	AT3G04160.1	0.33	11	20	5	13	5e-13	0.486	0	FRAG
CP002686.1	9185026	9186146	+	AT3G19470.1	0.98	14	14	1	4	8e-128	0.677	0	PSSD
CP002686.1	9244995	9245954	+	AT5G24280.1	0.14	1	0	0	0	7e-80	0.89	3	DUP
CP002686.1	9248003	9248486	+	AT4G29180.2	0.13	21	0	2	3	2e-09	0.56	0	FRAG
CP002686.1	9249317	9249430	+	AT5G24280.1	0.02	0	0	0	0	8e-24	0.868	2	FRAG
CP002686.1	9449410	9450298	+	AT3G25810.1	0.39	1	1	1	0	1e-24	0.79	0	DUP
CP002686.1	9575928	9576185	+	AT5G42905.1	0.33	2	2	0	2	4e-15	0.523	0	FRAG
CP002686.1	9608387	9608576	+	AT5G24520.1	0.19	1	2	1	0	7e-08	0.615	0	FRAG
CP002686.1	9782654	9783234	+	AT5G02880.1	0.10	1	1	1	5	4e-31	0.73	3	DUP
CP002686.1	9927592	9927978	+	AT3G55670.1	0.63	1	9	0	0	5e-18	0.449	0	FRAG
CP002686.1	9956624	9956725	+	AT3G05870.1	0.38	1	0	0	1	3e-09	0.824	0	FRAG
CP002686.1	10075880	10076319	+	AT3G56530.1	0.34	5	0	3	0	4e-12	0.61	1	DUP
CP002686.1	10093869	10094177	+	AT3G27320.1	0.24	5	9	2	0	2e-20	0.750	1	FRAG
CP002686.1	10271969	10273618	+	AT3G27710.1	0.94	2	5	2	0	0.0	0.84	3	DUP
CP002686.1	10348735	10349458	+	AT3G24255.1	0.28	8	0	4	1	4e-27	0.55	2	DUP
CP002686.1	10395931	10398161	+	AT4G03940.1	1.00	36	0	3	3	1e-39	0.82	1	DUP
CP002686.1	10399247	10399812	+	AT4G03945.1	0.98	1	0	1	0	3e-74	0.831	1	PSSD
CP002686.1	10404147	10404960	+	AT1G61800.1	0.62	7	16	5	6	9e-10	0.54	0	FRAG
CP002686.1	10608601	10608933	+	AT3G28370.1	0.28	0	0	0	1	1e-29	0.94	0	DUP
CP002686.1	10904949	10905105	+	AT5G64150.1	0.15	1	3	1	1	5e-07	0.727	0	FRAG
CP002686.1	10906484	10906748	+	AT1G71190.2	0.23	0	0	0	0	2e-16	0.79	0	DUP
CP002686.1	10946208	10946412	+	AT2G36700.1	0.21	2	0	2	1	1e-11	0.696	3	FRAG
CP002686.1	10983060	10983632	+	AT4G01380.1	0.65	7	5	1	3	1e-07	0.70	3	FRAG
CP002686.1	10997969	10998301	+	AT4G09545.1	0.93	2	2	2	2	6e-15	0.735	0	PSSD
CP002686.1	11024554	11024794	+	AT1G44085.1	0.77	14	0	2	1	3e-15	0.688	3	PSSD
CP002686.1	11027829	11028077	+	AT2G03180.1	0.70	0	1	0	4	5e-08	0.476	0	FRAG
CP002686.1	11063493	11063878	+	AT3G26880.1	0.98	4	0	4	1	4e-27	0.685	0	PSSD
CP002686.1	11064473	11064862	+	AT3G26870.1	1.00	0	0	0	0	2e-63	0.946	0	PSSD
CP002686.1	11081034	11081315	+	AT1G43667.1	1.00	2	6	0	0	8e-14	0.430	0	PSSD
CP002686.1	11112580	11112962	+	AT4G29200.1	0.28	1	0	1	0	1e-11	0.461	0	FRAG
CP002686.1	11122234	11128538	+	AT5G48320.1	0.99	18	21	5	1	1e-59	0.56	0	DUP
CP002686.1	11196707	11196811	+	AT5G52080.1	1.00	0	0	0	1	5e-08	0.829	0	FRAG
CP002686.1	11274341	11274960	+	AT5G39280.1	0.79	5	1	1	0	6e-69	0.635	3	PSSD
CP002686.1	11307938	11308075	+	AT3G14550.1	0.13	0	0	0	0	9e-11	0.761	0	FRAG
CP002686.1	11348736	11349360	+	AT5G35050.1	1.00	2	0	2	0	1e-42	0.818	0	PSSD
CP002686.1	11349453	11349811	+	AT5G25000.1	0.91	13	2	2	1	6e-19	0.669	0	PSSD
CP002686.1	11368969	11369079	+	AT1G35320.1	0.24	0	0	0	2	6e-08	0.784	0	FRAG
CP002686.1	11370659	11370966	+	AT3G43870.1	0.52	10	2	3	0	1e-14	0.800	0	FRAG
CP002686.1	11403280	11403509	+	AT2G22940.1	0.75	2	0	2	0	2e-13	0.750	0	PSSD
CP002686.1	11432460	11432567	+	AT4G21520.1	0.08	0	0	0	0	2e-10	0.861	0	FRAG
CP002686.1	11443908	11444495	+	AT5G28730.1	0.58	0	1	0	2	2e-13	0.51	1	DUP
CP002686.1	11473949	11474621	+	AT1G35150.1	0.49	4	0	4	2	7e-44	0.542	3	FRAG
CP002686.1	11477332	11477637	+	AT5G35735.1	0.26	8	3	6	1	3e-11	0.626	1	FRAG
CP002686.1	11483690	11485568	+	AT4G10200.1	0.99	26	143	7	3	2e-85	0.52	3	DUP
CP002686.1	11586472	11586806	+	AT5G48510.1	0.50	1	0	1	0	7e-26	0.643	0	FRAG
CP002686.1	11614068	11614458	+	AT2G35280.1	0.80	1	0	1	0	2e-37	0.715	3	PSSD
CP002686.1	11617422	11617763	+	ATCG00860.1	0.06	4	14	3	7	4e-07	0.496	3	FRAG
CP002686.1	11618448	11619193	+	AT3G47680.1	0.75	5	1	1	4	3e-27	0.43	3	DUP
CP002686.1	11627585	11628711	+	AT3G30520.1	0.73	15	3	1	2	3e-30	0.44	0	DUP
CP002686.1	11629521	11630436	+	AT1G43722.1	0.98	1	11	1	3	1e-93	0.687	3	PSSD
CP002686.1	11669782	11670372	+	AT3G24255.1	0.22	1	0	0	0	3e-40	0.56	0	DUP
CP002686.1	11780007	11780117	+	AT2G13720.1	0.17	0	0	0	0	2e-12	0.919	0	FRAG
CP002686.1	11861433	11861615	+	AT1G33860.2	0.27	1	0	0	1	2e-11	0.820	0	FRAG
CP002686.1	11865253	11865351	+	AT3G30235.1	0.20	0	0	0	0	1e-08	0.909	0	FRAG
CP002686.1	11867999	11868430	+	AT5G34581.1	0.80	19	4	0	1	4e-08	0.493	0	FRAG
CP002686.1	11887299	11887482	+	AT2G21725.1	0.72	1	0	1	0	2e-13	0.885	0	PSSD
CP002686.1	11986517	11986863	+	AT5G34881.1	1.00	2	0	1	0	3e-48	0.888	1	PSSD
CP002686.1	11990241	11990585	+	AT3G30385.1	1.00	0	0	0	1	1e-56	0.930	1	PSSD
CP002686.1	11993964	11994308	+	AT3G30385.1	1.00	0	0	0	1	1e-56	0.930	1	PSSD
CP002686.1	12019426	12040819	+	AT5G40850.1	1.00	19	2	1	4	2e-56	0.74	0	DUP
CP002686.1	12057216	12058021	+	AT1G14800.1	0.49	0	0	0	0	4e-64	0.96	0	DUP
CP002686.1	12064952	12065441	+	AT2G35280.1	1.00	1	0	1	1	4e-79	0.945	2	PSSD
CP002686.1	12077938	12078261	+	AT5G35050.1	0.54	1	6	0	1	2e-07	0.325	0	FRAG
CP002686.1	12079203	12079454	+	AT3G32960.1	0.39	1	0	0	0	4e-09	0.393	1	FRAG
CP002686.1	12130607	12131420	+	AT1G35820.1	0.74	3	0	1	0	2e-74	0.92	3	DUP
CP002686.1	12132318	12133298	+	AT1G43722.1	1.00	9	0	5	1	2e-138	0.884	1	PSSD
CP002686.1	12262720	12262848	+	AT5G28781.1	1.00	0	0	0	0	2e-11	0.814	0	PSSD
CP002686.1	12367912	12368055	+	AT2G16360.1	0.38	0	0	0	0	2e-14	0.792	0	FRAG
CP002686.1	12386506	12387252	+	AT1G43145.1	0.75	7	24	0	1	1e-15	0.352	0	FRAG
CP002686.1	12629651	12630143	+	AT1G14800.1	0.35	5	1	1	1	9e-10	0.45	0	FRAG
CP002686.1	12631958	12632433	+	AT2G35280.1	0.98	3	0	3	1	2e-44	0.711	0	PSSD
CP002686.1	12646810	12648216	+	AT4G27040.1	1.00	0	0	0	2	5e-102	0.95	0	DUP
CP002686.1	12657617	12658220	+	AT5G33320.1	0.53	7	46	3	2	3e-29	0.62	0	DUP
CP002686.1	12659129	12659287	+	AT1G33710.1	0.25	0	0	0	0	2e-08	0.528	2	FRAG
CP002686.1	12695931	12696545	+	AT3G31350.1	0.96	19	0	0	3	9e-43	0.80	3	DUP
CP002686.1	12701212	12701334	+	AT3G30820.1	0.10	2	0	0	0	6e-09	0.780	2	FRAG
CP002686.1	12742891	12744865	+	AT1G52950.1	0.74	63	0	1	3	9e-14	0.40	0	DUP
CP002686.1	12753710	12754722	+	AT1G52950.1	0.38	4	0	1	2	2e-08	0.50	2	FRAG
CP002686.1	12756078	12756266	+	AT3G32100.1	0.84	0	3	0	0	4e-14	0.864	3	PSSD
CP002686.1	12764810	12766104	+	AT3G24255.1	0.50	4	0	4	4	1e-26	0.54	0	DUP
CP002686.1	12769343	12769633	+	AT3G43870.1	0.49	8	0	2	1	4e-20	0.649	0	FRAG
CP002686.1	12818142	12818510	+	AT1G42080.1	0.81	0	0	0	0	2e-30	0.894	0	PSSD
CP002686.1	12820887	12821754	+	AT1G10000.1	0.94	6	2	1	4	1e-25	0.368	3	FRAG
CP002686.1	12827415	12827615	+	AT3G31350.1	0.42	2	2	2	0	8e-10	0.609	1	FRAG
CP002686.1	12833343	12835644	+	AT1G36510.1	1.00	18	1	6	3	6e-52	0.77	3	DUP
CP002686.1	12846243	12846614	+	AT3G42990.1	0.95	1	0	0	0	1e-10	0.911	0	PSSD
CP002686.1	12868866	12870672	+	AT1G36970.1	0.65	9	8	2	4	3e-29	0.76	0	DUP
CP002686.1	12870697	12871094	+	AT1G50750.1	0.17	2	5	1	2	1e-27	0.609	0	FRAG
CP002686.1	12871221	12872093	+	AT3G32330.1	0.78	5	2	3	5	6e-56	0.59	0	DUP
CP002686.1	12879944	12880266	+	AT1G01530.1	0.43	5	1	1	2	7e-15	0.578	0	FRAG
CP002686.1	12881121	12882074	+	AT3G32330.1	0.92	7	18	6	5	1e-30	0.54	0	DUP
CP002686.1	12896949	12897631	+	AT2G25140.1	0.24	1	0	1	3	1e-79	0.737	3	FRAG
CP002686.1	12930985	12932166	+	AT1G52950.1	0.48	17	11	2	0	1e-08	0.38	0	FRAG
CP002686.1	12932859	12933017	+	AT3G32100.1	0.68	0	1	0	1	6e-12	0.796	0	FRAG
CP002686.1	12954903	12955971	+	AT4G27040.1	0.74	0	0	0	2	3e-53	0.92	1	DUP
CP002686.1	13000128	13000250	+	AT4G16807.1	0.09	0	0	0	0	1e-07	0.634	0	FRAG
CP002686.1	13016808	13016994	+	AT3G43490.1	0.25	1	2	1	0	8e-18	0.828	0	FRAG
CP002686.1	13044539	13044740	+	AT3G42155.1	0.47	1	11	1	2	1e-08	0.474	0	FRAG
