# Intersecting genes (threshold: 60.0%)
# Total genes in file1: 3705
# Total genes in file2: 7859
# Total matches found: 2598
# Match percentage: 70.12%
# Average values:
#   pseudopipe coverage: 0.53
#   pseudoscope coverage: 0.57
#   pseudopipe identity: 0.66
#   pseudoscope identity: 0.63
#   overlap: 94.93%

# chrom	ppipe_start	ppipe_end	pscope_start	pscope_end	ppipe_cov	pscope_cov	ppipe_ident	pscope_ident	overlap
CP002688.1	15888075	15888200	15888075	15888185	0.81	0.71	0.86	0.76	88.10%
CP002688.1	16008764	16009100	16008752	16009151	0.26	0.57	0.60	0.54	100.00%
CP002688.1	16156748	16157188	16156703	16157251	0.20	0.89	0.40	0.27	100.00%
CP002688.1	16263730	16264583	16263028	16264384	1.00	0.85	0.96	0.38	76.70%
CP002688.1	16395507	16396416	16394011	16404216	0.24	1.00	1.00	0.77	100.00%
CP002688.1	16399205	16399369	16394011	16404216	0.29	1.00	0.69	0.77	100.00%
CP002688.1	16400730	16404219	16394011	16404216	0.98	1.00	0.76	0.77	99.91%
CP002688.1	16408166	16409162	16408166	16409159	1.00	1.00	0.91	0.91	99.70%
CP002688.1	16463794	16464112	16463858	16464121	0.08	0.06	0.41	0.42	79.94%
CP002688.1	16602592	16603429	16602592	16603426	0.65	0.65	0.66	0.65	99.64%
CP002688.1	16651833	16652012	16651809	16652036	0.31	0.15	0.62	0.39	100.00%
CP002688.1	16677851	16679721	16677827	16679709	0.98	0.96	0.37	0.39	99.36%
CP002688.1	16700010	16700498	16700100	16700681	0.48	0.58	0.34	0.31	81.60%
CP002688.1	16704978	16705886	16704240	16705850	1.00	0.97	0.61	0.32	96.04%
CP002688.1	16748723	16749167	16748723	16749143	0.43	0.41	0.57	0.57	94.61%
CP002688.1	16752683	16753753	16752038	16753675	0.99	0.96	0.52	0.33	92.72%
CP002688.1	16845224	16845427	16845227	16845415	0.48	0.13	0.41	0.45	92.65%
CP002688.1	16976347	16976604	16976314	16976601	0.22	0.25	0.78	0.68	98.84%
CP002688.1	17020874	17021056	17020856	17021053	0.50	0.54	0.66	0.64	98.36%
CP002688.1	17107379	17107756	17107385	17107750	0.75	0.21	0.36	0.33	96.83%
CP002688.1	17133357	17133758	17133357	17133755	0.24	0.23	0.91	0.86	99.25%
CP002688.1	17133793	17134058	17133808	17134070	0.15	0.14	0.66	0.93	94.36%
CP002688.1	17262463	17262657	17262463	17262654	0.41	0.40	0.94	0.94	98.46%
CP002688.1	17326937	17327890	17326937	17327887	0.81	0.81	0.68	0.67	99.69%
CP002688.1	17344553	17344882	17344553	17344879	0.44	0.44	0.83	0.75	99.09%
CP002688.1	17345354	17345470	17345312	17345467	0.14	0.20	0.77	0.59	97.44%
CP002688.1	17482423	17482641	17482394	17482635	0.81	0.86	0.99	0.76	97.26%
CP002688.1	17524237	17524347	17524234	17524443	0.10	0.21	0.89	0.51	100.00%
CP002688.1	17543143	17543487	17543143	17543475	0.99	0.72	0.67	0.31	96.52%
CP002688.1	17846856	17847060	17846871	17847057	0.26	0.24	0.75	0.67	91.22%
CP002688.1	17944809	17945155	17944842	17945143	1.00	0.85	0.78	0.68	87.03%
CP002688.1	18158847	18159343	18158913	18162748	0.38	0.54	0.53	0.60	86.72%
CP002688.1	18162462	18162742	18158913	18162748	0.24	0.54	0.57	0.60	100.00%
CP002688.1	18420736	18420991	18420742	18420988	0.84	0.81	0.84	0.86	96.48%
CP002688.1	18520086	18521040	18520086	18521037	0.18	0.18	0.73	0.73	99.69%
CP002688.1	18661885	18662147	18661900	18662138	0.13	0.12	0.74	0.75	90.87%
CP002688.1	19432238	19432390	19432232	19432387	0.16	0.16	0.78	0.62	98.04%
CP002688.1	19432937	19433135	19432952	19433132	0.90	0.82	0.70	0.69	90.95%
CP002688.1	19589743	19590400	19589743	19590216	0.46	0.33	0.55	0.67	72.04%
CP002688.1	19671646	19671840	19671646	19671777	0.13	0.08	0.55	0.76	67.69%
CP002688.1	19797800	19798026	19797803	19798087	0.17	0.21	0.58	0.32	98.68%
CP002688.1	19855034	19856368	19854210	19856554	0.62	0.99	0.25	0.58	100.00%
CP002688.1	19885381	19885509	19885381	19885553	0.08	0.11	0.89	0.71	100.00%
CP002688.1	19885581	19885688	19885581	19885685	0.71	0.69	0.94	0.94	97.22%
CP002688.1	19951910	19952598	19951910	19952595	0.64	0.64	0.69	0.69	99.56%
CP002688.1	20099931	20100179	20099931	20100191	0.32	0.34	0.60	0.57	100.00%
CP002688.1	20122396	20123069	20122396	20123066	0.12	0.12	0.50	0.68	99.55%
CP002688.1	20429300	20430176	20429412	20430173	0.60	0.51	0.52	0.53	86.89%
CP002688.1	20563707	20564120	20563607	20564598	0.22	0.37	0.72	0.71	100.00%
CP002688.1	21280243	21281002	21280243	21280781	0.54	0.41	0.61	0.59	70.92%
CP002688.1	21939748	21939858	21939748	21939855	0.13	0.13	0.81	0.81	97.30%
CP002688.1	21940392	21941558	21940356	21941558	0.71	0.70	0.57	0.60	100.00%
CP002688.1	22007134	22008170	22006896	22007994	0.85	0.94	0.58	0.65	83.03%
CP002688.1	22268045	22269124	22268045	22269121	0.67	0.67	0.71	0.70	99.72%
CP002688.1	22461855	22462153	22461855	22462150	0.93	0.92	0.81	0.80	99.00%
CP002688.1	22508954	22509407	22508930	22509383	0.23	0.30	0.77	0.82	94.71%
CP002688.1	22811714	22816907	22811714	22816877	0.96	0.93	0.58	0.59	99.42%
CP002688.1	22815275	22815618	22811714	22816877	0.40	0.93	0.38	0.59	100.00%
CP002688.1	22932773	22932955	22932797	22932952	0.29	0.25	0.64	0.53	85.25%
CP002688.1	23431415	23431498	23431415	23431495	0.30	0.29	1.00	1.00	96.43%
CP002688.1	23748114	23750830	23748152	23750830	0.97	0.96	0.78	0.77	98.60%
CP002688.1	24542505	24542852	24542493	24542849	0.98	0.95	0.82	0.73	99.14%
CP002688.1	24713527	24713736	24713527	24713712	0.26	0.23	0.63	0.64	88.57%
CP002688.1	25143139	25143280	25143065	25143277	0.16	0.25	0.85	0.60	97.89%
CP002688.1	25591554	25591740	25591554	25591737	0.55	0.54	0.71	0.71	98.40%
CP002688.1	26562169	26562460	26562276	26562457	0.32	0.21	0.71	0.82	62.33%
CP002688.1	26614028	26614465	26614028	26614460	0.46	0.45	0.58	0.59	98.86%
CP002688.1	26653244	26653360	26653265	26653363	0.09	0.09	0.72	0.79	82.05%
CP002686.1	832154	832279	832154	832276	0.23	0.23	0.69	0.69	97.62%
CP002686.1	863466	863873	863475	863936	0.32	0.41	0.63	0.55	97.79%
CP002686.1	864728	864844	864679	864855	0.42	0.13	0.61	0.48	100.00%
CP002686.1	987151	989580	986989	990663	0.34	0.94	0.61	0.40	100.00%
CP002686.1	989704	990663	986989	990663	0.38	0.94	0.52	0.40	100.00%
CP002686.1	1198141	1198323	1198147	1198320	0.10	0.09	0.64	0.66	95.08%
CP002686.1	1199551	1199894	1199557	1199888	0.26	0.18	0.80	0.82	96.51%
CP002686.1	1210562	1210861	1210523	1210933	0.24	0.35	0.49	0.42	100.00%
CP002686.1	1248776	1249783	1248113	1249975	0.48	0.84	0.28	0.60	100.00%
CP002686.1	1793750	1793989	1793750	1793986	0.51	0.50	0.91	0.83	98.75%
CP002686.1	1825872	1826062	1825872	1825991	0.10	0.07	0.69	0.63	62.83%
CP002686.1	1960998	1961224	1961075	1962432	0.54	1.00	0.78	0.85	66.08%
CP002686.1	1963724	1964065	1963724	1964062	0.57	0.57	0.95	0.95	99.12%
CP002686.1	2208695	2208858	2208689	2208855	0.76	0.77	0.80	0.79	98.17%
CP002686.1	2886612	2887628	2886588	2889218	0.93	0.98	0.62	0.39	100.00%
CP002686.1	2945814	2946154	2945850	2946151	0.17	0.15	0.80	0.85	88.56%
CP002686.1	3133341	3133486	3133371	3133483	0.22	0.18	0.82	0.80	77.40%
CP002686.1	3182867	3183290	3182810	3183207	0.26	0.23	0.76	0.83	80.42%
CP002686.1	3253617	3253916	3253551	3253952	0.74	0.98	0.45	0.34	100.00%
CP002686.1	3306559	3307001	3306559	3306998	0.23	0.26	0.96	0.85	99.32%
CP002686.1	3538664	3538819	3538664	3538816	0.32	0.24	0.81	0.81	98.08%
CP002686.1	4552524	4553432	4552524	4553634	0.51	0.97	0.48	0.39	100.00%
CP002686.1	4635291	4635401	4635291	4635398	0.28	0.27	0.76	0.76	97.30%
CP002686.1	4644902	4645702	4644902	4645699	0.53	0.52	0.80	0.80	99.63%
CP002686.1	5158797	5159597	5158749	5159594	0.97	0.92	0.54	0.54	99.63%
CP002686.1	5380439	5380699	5380379	5380702	0.42	0.47	0.31	0.28	100.00%
CP002686.1	5392451	5392589	5392451	5392586	0.98	0.96	0.83	0.83	97.84%
CP002686.1	5453229	5453726	5453199	5453759	0.17	0.19	0.31	0.31	100.00%
CP002686.1	5508766	5509001	5508810	5508998	0.23	0.18	0.50	0.48	80.08%
CP002686.1	5575513	5577002	5575816	5584446	0.73	0.83	0.52	0.58	79.66%
CP002686.1	5635210	5635462	5635216	5635393	0.23	0.18	0.55	0.48	70.36%
CP002686.1	5869918	5870622	5869819	5872827	0.27	1.00	0.48	0.74	100.00%
CP002686.1	5870874	5872830	5869819	5872827	0.90	1.00	0.72	0.74	99.85%
CP002686.1	6011727	6011843	6011649	6011876	0.50	0.82	0.58	0.40	100.00%
CP002686.1	6215637	6217129	6215637	6217132	0.84	0.87	0.87	0.81	100.00%
CP002686.1	6302678	6303369	6302678	6303172	0.50	0.31	0.60	0.66	71.53%
CP002686.1	6470347	6470997	6470338	6470994	0.97	0.98	0.68	0.67	99.54%
CP002686.1	6519849	6520198	6519909	6520201	0.51	0.26	0.41	0.66	82.86%
CP002686.1	6541298	6542077	6541298	6542135	0.84	0.90	0.35	0.63	100.00%
CP002686.1	6698474	6699061	6698420	6699058	0.31	0.34	0.54	0.40	99.49%
CP002686.1	6988708	6989120	6988708	6989105	0.36	0.31	0.60	0.55	96.37%
CP002686.1	7007345	7007646	7007342	7015300	0.21	0.95	0.69	0.70	100.00%
CP002686.1	7014522	7015288	7007342	7015300	0.50	0.95	0.53	0.70	100.00%
CP002686.1	7104627	7104710	7104627	7104710	0.13	0.13	0.89	0.86	100.00%
CP002686.1	7173677	7174298	7173803	7174295	0.96	0.69	0.69	0.75	79.26%
CP002686.1	7210019	7210198	7209977	7210192	0.28	0.46	0.75	0.49	96.67%
CP002686.1	7350610	7351977	7350577	7376399	0.98	0.99	0.41	0.51	100.00%
CP002686.1	7352613	7354764	7350577	7376399	0.99	0.99	0.68	0.51	100.00%
CP002686.1	7358881	7359987	7350577	7376399	0.98	0.99	0.54	0.51	100.00%
CP002686.1	7366251	7367561	7350577	7376399	1.00	0.99	0.59	0.51	100.00%
CP002686.1	7368276	7369320	7350577	7376399	0.99	0.99	0.46	0.51	100.00%
CP002686.1	7370174	7371388	7350577	7376399	0.98	0.99	0.39	0.51	100.00%
CP002686.1	7372766	7373617	7350577	7376399	0.70	0.99	0.37	0.51	100.00%
CP002686.1	7375164	7376399	7350577	7376399	0.98	0.99	0.46	0.51	100.00%
CP002686.1	7472618	7472734	7472618	7472731	0.08	0.08	0.80	0.80	97.44%
CP002686.1	7725531	7726467	7725432	7728485	0.89	0.96	0.56	0.46	100.00%
CP002686.1	7727537	7728488	7725432	7728485	0.98	0.96	0.62	0.46	99.68%
CP002686.1	7740297	7741117	7740222	7748097	0.94	0.38	0.63	0.34	100.00%
CP002686.1	7747123	7748109	7740222	7748097	1.00	0.38	0.75	0.34	98.78%
CP002686.1	7849945	7850289	7847649	7861432	0.24	0.51	0.72	0.73	100.00%
CP002686.1	7852909	7853476	7847649	7861432	0.46	0.51	0.59	0.73	100.00%
CP002686.1	7859983	7860327	7847649	7861432	0.24	0.51	0.72	0.73	100.00%
CP002686.1	8138508	8138822	8138481	8138819	0.10	0.24	0.51	0.41	99.05%
CP002686.1	8226791	8227000	8226791	8226997	0.59	0.58	0.87	0.87	98.57%
CP002686.1	8433891	8433983	8433891	8433980	0.05	0.05	0.87	0.77	96.77%
CP002686.1	8464648	8464881	8464654	8464878	0.27	0.26	0.65	0.67	96.15%
CP002686.1	8546089	8546247	8546014	8546244	0.57	0.84	0.45	0.41	98.11%
CP002686.1	9134752	9134925	9134752	9134937	0.06	0.06	0.66	0.60	100.00%
CP002686.1	9185026	9186146	9185020	9186146	0.98	0.81	0.68	0.48	100.00%
CP002686.1	9244995	9245954	9244995	9249427	0.14	0.13	0.89	0.84	100.00%
CP002686.1	9248003	9248486	9244995	9249427	0.13	0.13	0.56	0.84	100.00%
CP002686.1	9249317	9249430	9244995	9249427	0.02	0.13	0.87	0.84	97.37%
CP002686.1	9575928	9576185	9575907	9576188	0.33	0.36	0.52	0.51	100.00%
CP002686.1	9782654	9783234	9782555	9783231	0.10	0.21	0.73	0.82	99.48%
CP002686.1	9956624	9956725	9956624	9956722	0.38	0.37	0.82	0.82	97.06%
CP002686.1	10093869	10094177	10093869	10094174	0.24	0.24	0.75	0.67	99.03%
CP002686.1	10348735	10349458	10343809	10349569	0.28	0.80	0.55	0.39	100.00%
CP002686.1	10395931	10398161	10395931	10398158	1.00	1.00	0.82	0.92	99.87%
CP002686.1	10399247	10399812	10399247	10399809	0.98	0.99	0.83	0.81	99.47%
CP002686.1	10608601	10608933	10608359	10610142	0.28	0.88	0.94	0.85	100.00%
CP002686.1	10904949	10905105	10904949	10905111	0.15	0.15	0.73	0.71	100.00%
CP002686.1	10906484	10906748	10906484	10906768	0.23	0.22	0.79	0.73	100.00%
CP002686.1	10997969	10998301	10997963	10998289	0.93	0.85	0.73	0.69	96.40%
CP002686.1	11027829	11028077	11027810	11028197	0.70	0.65	0.48	0.55	100.00%
CP002686.1	11063493	11063878	11063502	11064799	0.98	0.98	0.69	0.53	97.67%
CP002686.1	11064473	11064862	11063502	11064799	1.00	0.98	0.95	0.53	83.85%
CP002686.1	11081034	11081315	11081001	11081312	1.00	0.87	0.43	0.32	98.94%
CP002686.1	11112580	11112962	11112589	11112997	0.28	0.63	0.46	0.40	97.65%
CP002686.1	11196707	11196811	11196707	11196808	1.00	0.97	0.83	0.80	97.14%
CP002686.1	11274341	11274960	11273999	11274957	0.79	0.85	0.64	0.64	99.52%
CP002686.1	11307938	11308075	11306764	11310778	0.13	0.25	0.76	0.72	100.00%
CP002686.1	11368969	11369079	11368969	11369076	0.24	0.23	0.78	0.78	97.30%
CP002686.1	11370659	11370966	11369451	11371061	0.52	0.80	0.80	0.82	100.00%
CP002686.1	11403280	11403509	11403280	11403506	0.75	0.74	0.75	0.75	98.70%
CP002686.1	11432460	11432567	11432460	11432564	0.08	0.08	0.86	0.86	97.22%
CP002686.1	11443908	11444495	11443833	11444870	0.58	0.90	0.51	0.31	100.00%
CP002686.1	11477332	11477637	11477372	11477634	0.26	0.22	0.63	0.60	85.95%
CP002686.1	11483690	11485568	11483690	11485508	0.99	0.96	0.52	0.71	96.81%
CP002686.1	11586472	11586806	11586472	11586795	0.50	0.50	0.64	0.61	96.72%
CP002686.1	11614068	11614458	11614107	11614611	0.80	0.83	0.71	0.65	90.03%
CP002686.1	11618448	11619193	11618430	11619214	0.75	0.79	0.43	0.38	100.00%
CP002686.1	11627585	11628711	11627462	11629041	0.73	1.00	0.44	0.52	100.00%
CP002686.1	11629521	11630436	11629521	11632549	0.98	0.97	0.69	0.77	100.00%
CP002686.1	11669782	11670372	11663057	11670477	0.22	0.98	0.56	0.63	100.00%
CP002686.1	11780007	11780117	11780007	11780114	0.17	0.16	0.92	0.92	97.30%
CP002686.1	11861433	11861615	11861011	11861581	0.27	0.56	0.82	0.79	81.42%
CP002686.1	11865253	11865351	11865253	11865348	0.20	0.19	0.91	0.91	96.97%
CP002686.1	11867999	11868430	11868062	11868427	0.80	0.80	0.49	0.48	84.72%
CP002686.1	11887299	11887482	11887094	11887479	0.72	0.99	0.89	0.92	98.37%
CP002686.1	11986517	11986863	11986517	11994326	1.00	0.98	0.89	0.89	100.00%
CP002686.1	11990241	11990585	11986517	11994326	1.00	0.98	0.93	0.89	100.00%
CP002686.1	11993964	11994308	11986517	11994326	1.00	0.98	0.93	0.89	100.00%
CP002686.1	12057216	12058021	12057052	12065587	0.49	0.95	0.96	0.94	100.00%
CP002686.1	12064952	12065441	12057052	12065587	1.00	0.95	0.94	0.94	100.00%
CP002686.1	12077938	12078261	12077917	12084468	0.54	0.29	0.33	0.25	100.00%
CP002686.1	12079203	12079454	12077917	12084468	0.39	0.29	0.39	0.25	100.00%
CP002686.1	12367912	12368055	12364114	12370824	0.38	0.87	0.79	0.70	100.00%
CP002686.1	12386506	12387252	12386515	12387003	0.75	0.46	0.35	0.44	65.46%
CP002686.1	12631958	12632433	12629886	12632309	0.98	0.74	0.71	0.52	73.95%
CP002686.1	12646810	12648216	12646810	12648213	1.00	1.00	0.95	0.92	99.79%
CP002686.1	12657617	12658220	12657617	12658211	0.53	0.52	0.62	0.90	98.51%
CP002686.1	12659129	12659287	12659123	12659260	0.25	0.54	0.53	0.64	83.02%
CP002686.1	12695931	12696545	12695931	12696542	0.96	0.96	0.80	0.72	99.51%
CP002686.1	12701212	12701334	12701221	12701331	0.10	0.09	0.78	0.82	90.24%
CP002686.1	12764810	12766104	12764639	12766212	0.50	0.99	0.54	0.52	100.00%
CP002686.1	12769343	12769633	12768864	12769630	0.49	0.77	0.65	0.64	98.97%
CP002686.1	12818142	12818510	12818142	12818507	0.81	0.81	0.89	0.89	99.19%
CP002686.1	12820887	12821754	12820867	12821786	0.94	0.65	0.37	0.32	100.00%
CP002686.1	12827415	12827615	12827406	12827612	0.42	0.43	0.61	0.60	98.51%
CP002686.1	12833343	12835644	12833343	12835641	1.00	1.00	0.77	0.77	99.87%
CP002686.1	12846243	12846614	12846243	12846611	0.95	0.95	0.91	0.91	99.19%
CP002686.1	12868866	12870672	12868866	12870399	0.65	0.43	0.76	0.79	84.89%
CP002686.1	12871221	12872093	12871212	12881994	0.78	0.95	0.59	0.64	100.00%
CP002686.1	12879944	12880266	12871212	12881994	0.43	0.95	0.58	0.64	100.00%
CP002686.1	12881121	12882074	12871212	12881994	0.92	0.95	0.54	0.64	91.61%
CP002686.1	12896949	12897631	12896931	12898523	0.24	0.40	0.74	0.64	100.00%
CP002686.1	12954903	12955971	12954903	12955968	0.74	0.74	0.92	0.91	99.72%
CP002686.1	13000128	13000250	13000128	13000259	0.09	0.10	0.63	0.60	100.00%
CP002686.1	13016808	13016994	13016808	13016991	0.25	0.24	0.83	0.83	98.40%
CP002686.1	13044539	13044740	13044128	13044664	0.47	0.49	0.47	0.54	62.38%
CP002686.1	13081512	13081820	13081512	13081889	0.24	0.21	0.37	0.33	100.00%
CP002686.1	13090424	13090828	13087359	13092170	0.30	0.29	0.98	0.77	100.00%
CP002686.1	13125198	13125474	13124700	13125471	0.50	0.78	0.68	0.75	98.92%
CP002686.1	13126812	13126907	13126748	13131108	0.07	0.99	0.88	0.84	100.00%
CP002686.1	13146340	13146774	13146340	13146771	1.00	0.90	0.66	0.72	99.31%
CP002686.1	13231543	13233312	13231543	13233533	0.63	0.63	0.75	0.72	100.00%
CP002686.1	13263418	13264028	13263427	13264031	0.25	0.25	0.47	0.47	98.53%
CP002686.1	13266377	13266688	13266284	13266577	0.41	0.38	0.62	0.38	64.42%
CP002686.1	13267532	13268520	13267587	13276078	0.92	0.44	0.57	0.73	94.44%
CP002686.1	13289183	13289795	13289159	13289683	0.25	0.20	0.48	0.48	81.73%
CP002686.1	13292143	13292467	13292098	13292355	0.43	0.44	0.63	0.34	65.54%
CP002686.1	13293322	13294308	13293377	13294113	0.92	0.64	0.58	0.60	74.67%
CP002686.1	13304518	13305629	13304500	13325162	0.30	1.00	0.78	0.71	100.00%
CP002686.1	13314946	13325165	13304500	13325162	0.76	1.00	0.72	0.71	99.97%
CP002686.1	13386380	13386534	13386379	13386531	0.16	0.15	0.77	0.56	98.06%
CP002686.1	13386549	13386894	13386549	13386891	0.14	0.14	0.80	0.75	99.13%
CP002686.1	13395657	13396422	13395657	13396419	0.70	0.69	0.62	0.74	99.61%
CP002686.1	13510446	13513412	13510191	13513409	1.00	1.00	0.86	0.87	99.90%
CP002686.1	13532091	13532467	13532091	13532464	0.36	0.35	0.69	0.69	99.20%
CP002686.1	13572056	13573061	13572057	13573058	0.86	0.86	0.43	0.49	99.60%
CP002686.1	13822708	13823160	13822708	13830441	0.77	0.99	0.83	0.75	100.00%
CP002686.1	14021286	14021916	14021479	14021922	0.84	0.74	0.60	0.57	69.41%
CP002686.1	14072067	14073106	14072058	14082319	0.62	0.86	0.35	0.29	100.00%
CP002686.1	14128206	14128403	14128218	14128822	0.40	0.43	0.42	0.69	93.94%
CP002686.1	14132719	14132985	14132719	14132988	0.05	0.05	0.95	0.92	100.00%
CP002686.1	14143795	14143992	14143807	14144411	0.40	0.43	0.42	0.69	93.94%
CP002686.1	14157513	14157702	14157365	14166974	0.72	0.17	0.95	0.81	100.00%
CP002686.1	14360414	14360518	14360414	14360515	1.00	0.97	0.86	0.86	97.14%
CP002686.1	14416598	14419409	14416583	14419347	0.84	0.75	0.52	0.46	97.80%
CP002686.1	14494891	14495048	14494891	14495045	0.06	0.06	0.77	0.77	98.10%
CP002686.1	14561161	14561551	14561161	14561532	0.28	0.23	0.67	0.77	95.14%
CP002686.1	14586341	14586924	14586341	14586921	1.00	0.99	0.74	0.75	99.49%
CP002686.1	14588221	14588379	14587760	14592444	0.48	0.99	0.83	0.80	100.00%
CP002686.1	14599197	14604214	14599197	14604211	0.44	0.44	0.64	0.65	99.94%
CP002686.1	14650104	14650222	14650044	14650219	0.52	0.84	0.72	0.53	97.48%
CP002686.1	14665039	14665146	14665039	14665143	0.13	0.12	0.89	0.89	97.22%
CP002686.1	14746401	14747024	14738549	14747122	0.35	0.38	0.61	0.58	100.00%
CP002686.1	14837709	14842452	14837685	14842400	0.89	0.93	0.52	0.45	98.90%
CP002686.1	14951434	14952318	14951471	14952315	0.92	0.89	0.83	0.83	95.48%
CP002686.1	14967942	14968934	14967772	14969038	0.36	0.88	0.50	0.48	100.00%
CP002686.1	14970282	14970620	14969736	14970617	0.43	0.60	0.48	0.58	99.12%
CP002686.1	14994968	14995435	14994896	14995432	0.24	0.27	0.57	0.53	99.36%
CP002686.1	15047311	15047682	15047311	15047679	0.95	0.95	0.90	0.90	99.19%
CP002686.1	15144629	15145063	15144623	15145060	1.00	0.91	0.69	0.74	99.31%
CP002686.1	15279347	15280029	15279347	15279849	0.29	0.24	0.90	0.92	73.65%
CP002686.1	15292495	15292677	15292495	15292674	1.00	0.98	0.90	0.90	98.36%
CP002686.1	15311170	15313077	15310993	15312568	0.75	0.99	0.43	0.52	73.32%
CP002686.1	15317471	15317563	15317471	15317560	0.11	0.11	0.84	0.84	96.77%
CP002686.1	15336971	15337393	15336477	15347808	0.30	0.77	0.57	0.63	100.00%
CP002686.1	15360205	15361361	15360478	15361394	0.73	0.57	0.49	0.65	76.40%
CP002686.1	15361538	15363298	15361823	15363304	0.81	0.72	0.55	0.63	83.82%
CP002686.1	15364456	15365337	15363324	15365341	0.89	0.99	0.51	0.62	100.00%
CP002686.1	15410131	15420413	15410131	15420491	0.72	0.68	0.51	0.43	100.00%
CP002686.1	15436379	15436519	15436379	15436516	0.10	0.10	0.87	0.87	97.87%
CP002686.1	15477618	15484017	15477618	15484014	1.00	0.99	0.67	0.57	99.95%
CP002686.1	15487254	15487535	15487254	15487902	0.24	0.59	0.38	0.26	100.00%
CP002686.1	15490822	15491736	15490822	15491907	0.55	0.65	0.35	0.34	100.00%
CP002686.1	15500921	15501354	15500861	15501187	0.83	0.59	0.47	0.29	61.52%
CP002686.1	15524576	15525008	15524738	15525009	0.90	0.57	0.51	0.52	62.59%
CP002686.1	15649296	15649588	15649188	15649582	0.51	0.71	0.37	0.35	97.95%
CP002686.1	15650109	15650321	15650022	15650318	0.21	0.26	0.62	0.30	98.59%
CP002686.1	15652807	15653031	15651304	15652953	0.41	0.99	0.95	0.90	65.33%
CP002686.1	15699809	15699937	15699794	15699934	0.14	0.15	0.84	0.78	97.67%
CP002686.1	15732009	15732295	15732078	15732343	0.40	0.43	0.59	0.48	75.96%
CP002686.1	15781667	15781856	15781667	15781844	0.16	0.15	0.86	0.90	93.68%
CP002686.1	15804370	15805824	15803993	15805821	0.92	0.99	0.83	0.80	99.79%
CP002686.1	15805989	15806971	15806026	15806968	1.00	0.97	0.91	0.92	95.93%
CP002686.1	15809721	15810578	15808968	15810566	0.95	0.95	0.34	0.30	98.60%
CP002686.1	15846937	15847910	15846992	15854686	0.61	0.74	0.56	0.68	94.35%
CP002686.1	15876726	15877071	15876726	15877101	1.00	0.98	0.97	0.71	100.00%
CP002686.1	15897607	15897855	15897604	15897852	0.49	0.49	0.48	0.48	98.80%
CP002686.1	15898662	15900049	15898662	15900178	0.84	0.92	0.32	0.34	100.00%
CP002686.1	15915932	15916087	15915977	15916084	0.30	0.23	0.65	0.78	69.23%
CP002686.1	15967599	15967799	15967599	15967796	0.12	0.12	0.82	0.82	98.51%
CP002686.1	15997269	15998572	15997230	15998569	0.95	0.98	0.40	0.42	99.77%
CP002686.1	16055824	16060227	16055824	16060379	0.37	0.45	0.80	0.82	100.00%
CP002686.1	16056484	16056852	16055824	16060379	0.74	0.45	0.43	0.82	100.00%
CP002686.1	16112675	16113221	16112687	16113182	0.57	0.51	0.63	0.62	90.68%
CP002686.1	16155640	16155762	16155640	16155759	1.00	0.98	0.98	0.98	97.56%
CP002686.1	16170696	16171233	16170677	16171230	0.35	0.37	0.51	0.55	99.44%
CP002686.1	16173872	16174033	16173923	16174030	0.36	0.23	0.59	0.76	66.67%
CP002686.1	16174433	16180839	16174433	16180935	1.00	0.99	0.89	0.63	100.00%
CP002686.1	16304056	16304612	16304047	16305099	0.98	0.99	0.49	0.47	100.00%
CP002686.1	16306933	16307052	16306908	16307049	0.17	0.16	0.62	0.69	97.50%
CP002686.1	16330815	16331791	16330980	16331788	0.41	0.33	0.31	0.30	82.80%
CP002686.1	16400979	16401612	16401163	16401594	0.32	0.23	0.67	0.64	68.14%
CP002686.1	16431112	16431317	16431112	16431314	0.06	0.06	0.88	0.88	98.54%
CP002686.1	16595817	16596102	16595061	16596219	0.69	0.81	0.40	0.59	100.00%
CP002686.1	16676591	16676683	16676591	16676689	0.16	0.17	0.87	0.82	100.00%
CP002686.1	16732281	16732473	16732275	16732464	0.38	0.38	0.67	0.65	95.34%
CP002686.1	16774840	16775013	16767994	16775010	0.10	0.78	0.64	0.66	98.28%
CP002686.1	16800036	16800502	16799047	16800415	0.43	0.85	0.53	0.29	81.37%
CP002686.1	16851107	16851380	16851107	16851346	0.20	0.18	0.73	0.63	87.59%
CP002686.1	16963271	16963602	16963253	16963575	0.15	0.15	0.46	0.46	91.87%
CP002686.1	17064610	17066879	17064318	17066876	0.45	0.59	0.93	0.83	99.87%
CP002686.1	17176643	17177197	17176643	17177239	0.41	0.52	0.46	0.42	100.00%
CP002686.1	17245192	17245494	17245192	17245491	1.00	0.99	0.44	0.44	99.01%
CP002686.1	17262090	17262756	17262090	17262753	0.24	0.24	0.64	0.64	99.55%
CP002686.1	17274004	17274454	17274173	17274451	0.53	0.40	0.58	0.69	61.86%
CP002686.1	17321211	17321519	17321211	17321516	0.91	0.90	0.68	0.68	99.03%
CP002686.1	17641437	17641643	17641437	17641697	0.12	0.16	0.70	0.61	100.00%
CP002686.1	17728575	17728766	17728389	17728956	0.17	0.75	0.56	0.54	100.00%
CP002686.1	17741054	17741745	17741054	17741718	0.82	0.75	0.26	0.30	96.10%
CP002686.1	17742453	17742712	17742453	17742709	0.27	0.27	0.95	0.84	98.85%
CP002686.1	17844491	17845042	17844434	17844888	0.47	0.47	0.54	0.47	72.10%
